ID;NOMBRE;Activado;Productos;Recencia;Frecuencia;PrecioProm;Monto;MERCADO;REGION;PAIS;TIPOCOMPRA;LIMITECREDITO;DIASLIMITECR;EDAD;GRUPOCLIENTE;TIPONEGOCIO
94082;INTER RESOURCES AG;Activo;7;0;3;89;623;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;60;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94083;HAROMEX DEVELOPMENT GMBH;Activo;7;0.632;3;52;364;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94084;NPK SERVICE;Activo;7;0.322;5;52;364;MERCADO INTERNACIONAL;EUROPA;RUSIA;Contado;0;90;14;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94085;ALCOHOLES DEL ISTMO, S.A.;Activo;3;0.171;3;52;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94086;ALCOHOLES DEL ISTMO INTERNACIONAL, S.A.;Activo;3;0.676;3;52;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94087;THIRSTY CAMEL CONSULTING LTD.;Activo;3;0.051;3;41;123;MERCADO INTERNACIONAL;ASIA PACIFIC;NUEVA ZELANDA;Contado;0;90;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94088;TRADING UNLIMITED S. DE R.L.;Activo;6;0.102;3;41;246;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94089;WORLD EQUITY BRAND BUILDERS LLC;Activo;6;0;4;41;246;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;110000;60;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94090;J. ARMANDO BERMUDEZ & CO., C POR A;Activo;6;0.489;5;45;270;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;300000;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94091;TROPICO GMBH;Activo;4;0;4;45;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94092;CORPORACION AGROINDUSTRIAL SANTA LUCIA, S.A.;Activo;5;0.036;3;48;240;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;13;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94093;COTTINGHAM & CO. LTD.;Activo;6;0.317;2;48;288;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94094;HA&COM BEBIDAS DEL MUNDO,S.A;Activo;7;0.056;2;48;336;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;500000;60;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94095;IMPORTADORA COMERCIAL DE ROATAN, S.A. (IMCO-ROATAN;Activo;7;0.541;3;52;364;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;30;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94096;ALDEASA - ESPANA;Activo;7;0;4;56;392;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE EUROPA;Contado;0;30;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94097;GLOBAL WINERIES NV;Activo;7;0.035;4;52;364;MERCADO INTERNACIONAL;EUROPA;BELGICA;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94098;CHINDO INTERNACIONAL, S.A.;Activo;8;0;4;58;464;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;60000;60;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94099;JASMINE SPIRITS COMPANY;Activo;8;0;4;59;472;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94100;RUM TRADING INTERNATIONAL CORP.;Activo;8;0;4;58;464;SIN MERCADO;SIN REGIÓN;PANAMA;Contado;0;120;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94101;CISCO BREWERS, DISTILLERS & VINTNER, LLC;Activo;8;0.411;4;57;456;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;12;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94102;LIQUID LUXURY PTE. LTD.;Activo;8;0.225;4;56;448;MERCADO INTERNACIONAL;ASIA PACIFIC;TAILANDIA;Contado;0;0;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94103;SILCOMPA SPA;Activo;6;0.107;3;29;174;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94104;OLIVER & OLIVER;Activo;8;0.676;3;28;224;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;80000;30;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94105;REAL TESORO JOSE ESTEVEZ, S.A.;Activo;8;0;3;59;472;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;110000;60;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94106;PREMIUM BRANDS GROUP, S.A.;Activo;8;0.131;2;57;456;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;100000;60;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94107;DISTRIBUCION Y EXCELENCIA, S.A.;Activo;8;0;6;59;472;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;CHILE;Credito;450000;180;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94108;AJ VIERCI S.R.L.;Activo;8;0;5;45;360;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;BOLIVIA;Credito;450000;90;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94109;CAFE BRITT;Activo;6;0.08;4;89;534;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94110;KING CAR FOOD INDUSTRIAL, LTD;Activo;6;0;4;52;312;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;15000;30;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94111;KING'S ENTERPRISES NV;Activo;6;0.031;5;52;312;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94112;BACARDI CORPORATION;Activo;6;0.486;5;52;312;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;80000;30;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94113;IMAS;Activo;6;0.719;5;52;312;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA DUTY FREE;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94114;CENTENARIO INTERNACIONAL, S.A.;Activo;6;0.114;6;41;246;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;180000;30;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94115;SANGIROGIO Y FORNARI SRL;Activo;5;0;5;41;205;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;90;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94116;DUFRY TRAVEL RETAIL LTD.;Activo;5;0.096;4;41;205;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;50000;90;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94117;E & A SCHEER BV;Activo;5;0.101;4;45;225;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;100000;30;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94118;HOLCOM INDUSTRIAL, S.A.;Activo;5;0.085;5;45;225;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94119;CONSORCIO LICORERO NACIONAL, S.A.;Activo;5;0;4;48;240;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;65000;30;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94120;OVERSEAS DISTRIBUTION COMPANY N.V;Activo;6;0;5;48;288;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE EUROPA;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94121;TRADELINK;Activo;6;0;4;48;288;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94122;WESTON INTER TRADE S.A.;Activo;6;0.338;4;52;312;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94123;TICO LIBRE HOLDING;Activo;6;0.196;4;56;336;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94124;BAY CATAY, S.A.;Activo;7;0.387;5;52;364;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94125;ANKER AMSTERDAM SPIRITS BV;Activo;7;0;4;58;406;MERCADO INTERNACIONAL;EUROPA;HOLANDA;Credito;75000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94126;ILS GLOBALVIN LTD;Activo;7;0;4;59;413;MERCADO INTERNACIONAL;EUROPA;RUSIA;Credito;150000;120;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94127;LIQUID LUXURY PTE. LTD.;Activo;7;0.086;3;58;406;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94128;EGGERS & FRANKE HOLDING GMBH;Activo;7;0.683;3;57;399;MERCADO INTERNACIONAL;EUROPA;ALEMANIA;Credito;75000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94129;BASTION GROUP;Activo;5;0.254;3;56;280;MERCADO INTERNACIONAL;EUROPA;RUSIA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94130;EGGERS&FRANKE GROUP;Activo;7;0.289;3;29;203;MERCADO INTERNACIONAL;EUROPA;ALEMANIA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94131;ANKER AMSTREDAM SPIRITS;Activo;6;0.7;3;28;168;MERCADO INTERNACIONAL;EUROPA;HOLANDA;Credito;75000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94132;GENERICO EUROPA;Activo;6;0.022;3;59;354;MERCADO INTERNACIONAL;EUROPA;ESPANA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94133;GENERICO EUROPA CONTINENTAL;Activo;7;0;3;57;399;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94134;HEMINGWAY RUM COMPANY, LLC;Activo;6;0.746;3;59;354;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94135;BOMAR,S.A.U;Activo;5;0;3;45;225;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE EUROPA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94136;GENERICO ASIA PACIFICO;Activo;5;0.077;3;89;445;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94137;BARCELO INTERNACIONAL, S.A (BAINSA);Activo;5;0.18;3;52;260;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;90000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94138;IMAGE DUTY FREE SERVICES;Activo;5;0.143;4;52;260;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94139;TORTUGA RUM COMPANY;Activo;5;0;5;52;260;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;80000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94140;MACRO WINES & SPIRITS HK LIMITED;Activo;5;0;4;52;260;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94141;BRAND CONNECT GROUP OF COMPANIES;Inactivo;3;0.897;3;41;123;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94142;DISTRIBUIDORA LA FLORIDA;Activo;3;0;2;41;123;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;275000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94143;WINE SUPPLY S.R.L;Activo;3;0;2;41;123;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;ARGENTINA;Credito;35000;60;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94144;GOVELIT CORPORATION,S.R.L;Activo;3;0;3;45;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94145;URUGUAY GENERICO;Activo;3;0.633;4;45;135;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94146;CONSEJO NACIONAL DE PRODUCCION D.F.N.D.L.;Activo;4;0;4;48;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94147;BAC FLORIDA;Activo;4;0.784;4;48;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94148;ALCOHOLES Y RONES DE PANAMA, S.A;Activo;4;0;4;48;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94149;GUANGXI FANTA INTERNATIONAL TRADING CO,LTD;Activo;4;0.22;4;52;208;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94150;WILLIAM GRANT & SONS,INC;Activo;3;0.067;4;56;168;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;2500000;90;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94151;AGRO INDUSTRIAL BOCAS;Activo;3;0.185;4;52;156;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94152;PREMIER WINES & SPIRITS S.R.O.;Activo;3;0;3;58;174;MERCADO INTERNACIONAL;EUROPA;REPUBLICA CHECA;Credito;100000;90;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94153;BAKERY SERVICES LIMITED;Activo;3;0.063;3;59;177;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94154;RATHLEE DISTILLING COMPANY LTD.;Activo;3;0;3;58;174;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94155;MARITIME MERCANTILE INTERNATIONAL;Activo;6;0.411;2;57;342;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Credito;46500;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94156;HEINEMANN AMERICAS, INC;Activo;6;0;6;56;336;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;25000;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94157;RONES Y ALCOHOLES FINOS, S.A. DE C.V.;Activo;6;0;5;29;174;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94158;INDUSTRIA DE LICORES EL SOL,S.A;Activo;6;0.108;4;28;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94159;WHYTE AND MACKAY LTD;Activo;6;0;4;59;354;MERCADO INTERNACIONAL;EUROPA;REINO UNIDO;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94160;HENG SENG INTERNATIONAL MARKETING, LTD;Activo;6;0;5;57;342;MERCADO INTERNACIONAL;ASIA PACIFIC;CAMBODIA;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94161;LA MAISON DU WHISKY;Activo;6;0;5;59;354;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94162;INDUSTRIA DE LICORES DEL VALLE;Activo;4;0.39;5;45;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94163;LERIDA INTERNATIONAL SRL;Activo;4;0;6;89;356;MERCADO INTERNACIONAL;EUROPA;RUMANIA;Contado;0;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94164;DUTY FREE PARTNERS LLC;Activo;4;0.053;5;52;208;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;16200;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94165;V.SUAREZ & CO, INC.;Activo;3;0.198;4;52;156;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;30000;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94166;EASTERN EMPIRE DISTRIBUTING CO.LTD;Activo;3;0.099;4;52;156;MERCADO INTERNACIONAL;ASIA PACIFIC;CHINA;Credito;1;0;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94167;WOODSIDE WINE & SPIRITS LIMITED;Activo;4;0;5;52;208;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94168;BODEGAS LA NEGRITA, S.A DE C.V;Activo;8;0.033;4;41;328;MERCADO INTERNACIONAL;MÉXICO;MEXICO;Contado;0;180;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94169;FONG MACLAREN LTD;Activo;4;0;5;41;164;MERCADO INTERNACIONAL;ASIA PACIFIC;TAIWAN;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94170;LIGHT HOUSE INDOCHINA CO, LTD;Activo;4;0.072;4;41;164;MERCADO INTERNACIONAL;ASIA PACIFIC;VIETNAM;Credito;25000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94171;ALBERT MICHLER DISTILLERY INT S.R.O;Activo;8;0.535;4;45;360;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94172;CORPORACION AZENDE S.A.;Activo;4;0;4;45;180;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94173;HA&COM BEBIDAS DEL MUNDO,S.A-;Activo;4;0.721;5;48;192;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA DUTY FREE;Credito;500000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94174;PAULISTA TRADING GROUP INC.;Activo;5;0.462;4;48;240;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94175;YAZOO INVESTMENTS SRL;Activo;8;0.169;4;48;384;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;250000;30;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94176;BEST WINE CORPORATION;Activo;8;0.218;3;52;416;MERCADO INTERNACIONAL;EUROPA;RUSIA;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94177;WILLIAM GRANT & SONS LTD.;Activo;8;0.068;3;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94178;EMPERADOR DISTILLERS, INC.;Activo;7;0;3;52;364;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;300000;30;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94179;LUEN HENG F&B SDN. BHD(835510-K);Activo;7;0.653;3;58;406;MERCADO INTERNACIONAL;ASIA PACIFIC;MALASIA;Credito;20000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94180;PETER MIELZYNSKI AGENCIES LTD.;Activo;7;0.036;3;59;413;MERCADO INTERNACIONAL;NORTEAMÉRICA;CANADA;Credito;800000;90;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94181;MYIMPORT, INC.;Activo;8;0;3;58;464;MERCADO INTERNACIONAL;ASIA PACIFIC;FILIPINAS;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94182;CLIPER ZONA LIBRE,S.A;Activo;8;0.126;3;57;456;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;40000;60;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94183;SUNDAY'S DISTRIBUTION LIMITED;Activo;8;0.581;3;56;448;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94184;GRUPO OSBORNE, S.A;Activo;8;0;3;29;232;MERCADO INTERNACIONAL;EUROPA;ESPANA;Contado;0;90;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94185;OCTOPUS DISTRIBUTION NETWORCKS PTE LTD;Activo;8;0.313;3;28;224;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94186;ALCA ZAGREB D.O.O;Activo;6;0.556;3;59;354;MERCADO INTERNACIONAL;EUROPA;ESPANA;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94187;JEBSEN BEVERAGE COMPANY LIMITED;Activo;8;0.746;4;57;456;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94188;DISTRIBUIDORA ISLE#A DE ALIMENTOS, S.A;Activo;8;0;5;59;472;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;15000;60;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94189;CASA SANTANA RON Y LICORES, S.A;Activo;8;0.09;4;45;360;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;150000;30;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94190;W.J. DEUTSCH & SONS, LTD;Activo;8;0;3;89;712;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;1;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94191;KTA LIMITED;Activo;8;0.423;2;52;416;MERCADO INTERNACIONAL;ASIA PACIFIC;TAIWAN;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94192;BELIZE IMPORTS & GOODS LTD;Activo;6;0.355;2;52;312;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;BELICE;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94193;ECUADOR PREMIUM BRANDS EPB S.A;Activo;6;0;3;52;312;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;ECUADOR;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94194;GREEN FOODS SAS;Activo;6;0;4;52;312;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;COLOMBIA;Credito;1000000;30;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94195;LICORERA INDUSTRIAL DOS MIL VEINTE S.A;Activo;6;0.026;4;41;246;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94196;MOLDES RUIBAL S.A;Activo;6;0;4;41;246;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;URUGUAY;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94197;VANGUARD NZ PTY. LTD;Activo;7;0.223;4;41;287;SIN MERCADO;SIN REGIÓN;AUSTRALIA;Contado;0;0;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94198;SKY SPIRITS;Activo;7;0;4;45;315;MERCADO INTERNACIONAL;EUROPA;GRECIA;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94199;NUMBER NINE SPIRITUOSENMANUFAKTUR GMGH;Activo;7;0;4;45;315;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94200;PGM CONSULTING S.M.P.C;Inactivo;8;0.836;4;48;384;MERCADO INTERNACIONAL;EUROPA;BALCANES;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94201;ID SHOJI CO.,LTD;Activo;8;0.101;3;48;384;MERCADO INTERNACIONAL;ASIA PACIFIC;JAPON;Credito;20000;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94202;QUIMICA DELTA S.A DE C.V;Activo;8;0.213;3;48;384;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
94203;WARD CONNELLY & SONS LTD.;Inactivo;8;0.84;3;52;416;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
