ID;NOMBRE;Activado;Productos;Recencia;Frecuencia;PrecioProm;Monto;MERCADO;REGION;PAIS;TIPOCOMPRA;LIMITECREDITO;DIASLIMITECR;EDAD;GRUPOCLIENTE;TIPONEGOCIO
1294103;SILCOMPA SPA;Activo;3;0.127;3;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294104;OLIVER & OLIVER;Activo;6;0;3;59;354;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;80000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294105;REAL TESORO JOSE ESTEVEZ, S.A.;Activo;6;0.069;3;56;336;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;110000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294106;PREMIUM BRANDS GROUP, S.A.;Activo;6;0.027;3;52;312;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;100000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294107;DISTRIBUCION Y EXCELENCIA, S.A.;Activo;6;0.341;3;54;324;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;CHILE;Credito;450000;180;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294108;AJ VIERCI S.R.L.;Activo;6;0.405;3;54;324;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;BOLIVIA;Credito;850000;90;11;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294109;CAFE BRITT;Activo;6;0.781;3;32;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294110;KING CAR FOOK INDUSTRIAL, LTD;Activo;6;0.655;4;36;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;15000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294111;KING'S ENTERPRISES NV;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294112;BACARDI CORPORATION;Activo;4;0;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;80000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294113;IMAS;Activo;4;0.597;3;26;104;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA DUTY FREE;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294114;CENTENARIO INTERNACIONAL, S.A.;Activo;3;0.686;4;28;84;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;180000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294115;SANGIROGIO Y FORNARI SRL;Activo;3;0;4;29;87;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;90;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294116;DUFRY TRAVEL RETAIL LTD.;Activo;4;0.22;4;27;108;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;50000;90;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294117;E & A SCHEER BV;Activo;8;0.244;4;56;448;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294118;HOLCOM INDUSTRIAL, S.A.;Activo;3;0.414;4;24;72;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294119;CONSORCIO LICORERO NACIONAL, S.A.;Activo;3;0.117;4;59;177;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;65000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294120;OVERSEAS DISTRIBUTION COMPANY N.V;Activo;6;0.271;4;56;336;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE EUROPA;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294121;TRADELINK;Activo;6;0.653;4;52;312;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294122;WESTON INTER TRADE S.A.;Activo;6;0;4;54;324;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294123;TICO LIBRE HOLDING;Activo;6;0.547;4;54;324;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;10;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294124;BAY CATAY, S.A.;Activo;6;0;4;32;192;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294125;ANKER AMSTERDAM SPIRITS BV;Activo;6;0.037;4;36;216;MERCADO INTERNACIONAL;EUROPA;HOLANDA;Credito;200000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294126;ILS GLOBALVIN LTD.;Activo;6;0.004;4;25;150;MERCADO INTERNACIONAL;EUROPA;RUSIA;Credito;150000;120;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294127;LIQUID LUXURY PTE. LTD.;Activo;4;0;4;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294128;EGGERS & FRANKE HOLDING GMBH;Activo;4;0.121;4;26;104;MERCADO INTERNACIONAL;EUROPA;ALEMANIA;Credito;75000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294129;BASTION GROUP;Activo;4;0.747;4;28;112;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294130;EGGERS&FRANKE GROUP;Activo;3;0.495;4;29;87;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294131;ANKER AMSTREDAM SPIRITS;Activo;3;0;4;27;81;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;75000;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294132;GENERICO EUROPA;Activo;4;0;4;25;100;SIN MERCADO;SIN REGIÓN;ESPANA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294133;GENERICO EUROPA CONTINENTAL;Activo;8;0.036;4;48;384;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294134;HEMINGWAY RUM COMPANY, LLC;Activo;8;0.625;4;23;184;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294135;BOMAR,S.A.U;Activo;8;0.082;4;25;200;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE EUROPA;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294136;GENERICO ASIA PACIFICO;Activo;8;0.262;4;26;208;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;0;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294137;BARCELO INTERNACIONAL, S.A (BAINSA);Activo;8;0.054;4;24;192;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;90000;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294138;IMAGE DUTY FREE SERVICES;Inactivo;4;0.817;4;28;112;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294139;TORTUGA RUM COMPANY;Activo;4;0.333;4;33;132;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;80000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294140;MACRO WINES & SPIRITS HK LIMITED;Activo;8;0.222;4;26;208;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294141;BRAND CONNECT GROUP OF COMPANIES;Activo;4;0.151;4;29;116;MERCADO INTERNACIONAL;ASIA PACIFIC;SINGAPUR;Contado;0;90;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294142;DISTRIBUIDORA LA FLORIDA;Activo;4;0.41;4;26;104;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;275000;60;9;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294143;WINE SUPPLY S.R.L;Activo;5;0;4;28;140;MERCADO INTERNACIONAL;SURAMÉRICA Y PANAMÁ;ARGENTINA;Credito;35000;60;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294144;GOVELIT CORPORATION,S.R.L;Activo;8;0.036;4;27;216;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;30;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294145;URUGUAY GENERICO;Activo;8;0.048;4;29;232;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294148;ALCOHOLES Y RONES DE PANAMA, S.A;Activo;8;0.244;4;28;224;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294150;WILLIAM GRANT & SONS,INC;Activo;8;0.171;4;29;232;MERCADO INTERNACIONAL;NORTEAMÉRICA;ESTADOS UNIDOS;Credito;4500000;90;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294152;PREMIER WINES & SPIRITS S.R.O.;Activo;8;0.652;4;27;216;MERCADO INTERNACIONAL;EUROPA;REPUBLICA CHECA;Credito;150000;90;8;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294155;MARITIME MERCANTILE INTERNATIONAL;Activo;8;0.566;4;25;200;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Credito;46500;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294156;HEINEMANN AMERICAS, INC;Activo;8;0;4;48;384;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;25000;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294158;INDUSTRIA DE LICORES EL SOL,S.A;Activo;8;0;4;23;184;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;2;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294159;WHYTE AND MACKAY LTD;Activo;8;0.368;4;25;200;MERCADO INTERNACIONAL;EUROPA;REINO UNIDO;Credito;350000;90;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294160;HENG SENG INTERNATIONAL MARKETING, LTD;Activo;8;0;4;26;208;MERCADO INTERNACIONAL;ASIA PACIFIC;CAMBODIA;Contado;0;0;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294161;LA MAISON DU WHISKY;Activo;8;0.541;4;24;192;MERCADO INTERNACIONAL;EUROPA;FRANCIA;Credito;200000;60;7;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294163;LERIDA INTERNATIONAL SRL;Activo;3;0;4;28;84;MERCADO INTERNACIONAL;EUROPA;RUMANIA;Contado;0;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294164;DUTY FREE PARTNERS LLC;Activo;3;0.046;4;33;99;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE USA;Credito;16200;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294165;V.SUAREZ & CO, INC.;Activo;6;0;4;26;156;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CARIBE;Credito;30000;60;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294166;EASTERN EMPIRE DISTRIBUTING CO.LTD;Activo;6;0.107;3;29;174;MERCADO INTERNACIONAL;ASIA PACIFIC;CHINA;Contado;0;0;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294167;WOODSIDE WINE & SPIRITS LIMITED;Activo;6;0.473;4;26;156;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;6;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294168;BODEGAS LA NEGRITA, S.A DE C.V;Activo;6;0.247;4;28;168;MERCADO INTERNACIONAL;MÉXICO;MEXICO;Contado;0;180;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294169;FONG MACLAREN LTD;Activo;6;0;3;27;162;MERCADO INTERNACIONAL;ASIA PACIFIC;TAIWAN;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294170;LIGHT HOUSE INDOCHINA CO, LTD;Activo;6;0.194;3;29;174;MERCADO INTERNACIONAL;ASIA PACIFIC;VIETNAM;Credito;25000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294171;ALBERT MICHLER DISTILLERY INT S.R.O;Activo;6;0.493;3;28;168;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294172;CORPORACION AZENDE S.A.;Activo;4;0.023;3;29;116;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294173;HA&COM BEBIDAS DEL MUNDO,S.A-;Activo;4;0.442;3;27;108;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA DUTY FREE;Credito;500000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294174;PAULISTA TRADING GROUP INC.;Activo;4;0.105;3;25;100;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE OTROS;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294175;YAZOO INVESTMENTS SRL;Activo;3;0;3;48;144;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294176;BEST WINE CORPORATION;Activo;3;0.599;3;23;69;MERCADO INTERNACIONAL;EUROPA;RUSIA;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294177;WILLIAM GRANT & SONS LTD.;Activo;4;0.218;3;25;100;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;0;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294178;EMPERADOR DISTILLERS, INC.;Activo;5;0.173;2;26;130;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Credito;300000;30;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294179;LUEN HENG F&B SDN. BHD(835510-K);Inactivo;5;0.902;3;24;120;MERCADO INTERNACIONAL;ASIA PACIFIC;MALASIA;Credito;20000;60;5;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294180;PETER MIELZYNSKI AGENCIES LTD.;Activo;5;0.752;4;28;140;MERCADO INTERNACIONAL;NORTEAMÉRICA;CANADA;Credito;800000;90;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294181;MYIMPORT, INC.;Activo;5;0.108;5;33;165;MERCADO INTERNACIONAL;ASIA PACIFIC;FILIPINAS;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294182;CLIPER ZONA LIBRE,S.A;Activo;5;0;3;26;130;MERCADO INTERNACIONAL;DUTY FREE;DUTY FREE CENTROAMERICA;Credito;40000;60;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294183;SUNDAY'S DISTRIBUTION LIMITED;Activo;5;0.43;3;29;145;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294184;GRUPO OSBORNE,S.A.;Activo;4;0.758;2;26;104;MERCADO INTERNACIONAL;EUROPA;ESPANA;Credito;800000;90;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294185;OCTOPUS DISTRIBUTION NETWORCKS PTE LTD;Activo;4;0.557;2;28;112;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294186;ALCA ZAGREB D.O.O;Activo;4;0;3;27;108;MERCADO INTERNACIONAL;EUROPA;ESPANA;Contado;0;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294187;JEBSEN BEVERAGE COMPANY LIMITED;Inactivo;4;0.871;4;29;116;MERCADO INTERNACIONAL;ASIA PACIFIC;HONG KONG;Credito;10000;0;4;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294188;DISTRIBUIDORA ISLEÑA DE ALIMENTOS, S.A;Activo;3;0.309;6;28;84;MERCADO CENTROAMÉRICA;CENTROAMÉRICA;COSTA RICA;Credito;15000;60;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
1294189;CASA SANTANA RON Y LICORES, S.A;Activo;3;0;4;29;87;SIN MERCADO;SIN REGIÓN;SIN SUBREGION;Contado;0;60;3;CLIENTES MARCA INTERNACIONAL;CLIENTES EXTERIOR
